customer_id,age,region,income,monthly_minutes,monthly_data_gb,support_tickets,monthly_bill,outstanding_balance,churn
1086,61,East,80070,2685,3.66,7,180.96,274.23,1
1087,22,West,92613,1151,1.09,6,137.58,50.85,0
1088,23,South,77003,1447,14.79,4,152.85,307.78,0
1089,43,South,78478,179,5.35,8,131.57,498.7,0
1090,21,South,44434,2710,7.69,0,139.31,17.37,1
1091,36,East,76246,1581,16.54,3,128.32,420.9,0
1092,37,East,66649,713,2.74,4,34.57,117.74,0
1093,50,South,89030,2323,16.79,7,199.93,196.93,0
1094,37,North,83061,2669,12.97,2,35.71,186.35,0
1095,66,East,31999,1872,7.17,4,97.18,449.4,0
1096,29,North,44849,1580,2.8,2,47.87,252.24,0
1097,64,East,82800,522,2.28,6,46.48,223.59,0
1098,18,East,35445,1223,7.04,9,164.9,409.01,1
1099,43,East,48040,2134,3.24,2,102.41,24.45,0
1100,31,West,94315,2723,5.72,6,166.19,43.23,0
1101,55,West,30246,1503,1.53,1,76.37,10.84,1
1102,54,South,61153,2678,12.1,6,73.6,343.99,0
1103,28,East,35212,431,3.33,8,72.71,262.81,0
1104,53,East,33339,752,15.26,4,134.74,438.01,0
1105,30,North,86238,839,4.75,5,168.55,249.27,1
1106,60,North,49394,1212,16.06,9,106.88,110.91,0
1107,20,North,83871,1727,4.2,2,94.47,402.57,0
1108,50,South,64607,610,14.57,9,195.51,147.16,1
1109,23,East,82055,141,6.99,4,49.85,467.84,0
1110,67,West,34395,984,11.87,4,112.73,125.21,0
1111,27,North,45290,2049,1.25,2,99.44,83.86,1
1112,22,North,95078,2228,10.16,7,46.68,246.66,0
1113,40,West,33691,501,3.4,5,75.59,25.26,0
1114,27,North,37470,2254,9.98,2,34.84,18.21,1
1115,61,South,33841,1234,3.26,0,179.08,248.01,0
1116,19,East,93197,1337,9.02,9,133.33,107.55,0
1117,30,East,85773,1866,2.66,0,168.55,4.68,0
1118,57,North,47776,1941,4.79,9,118.66,148.03,0
1119,19,North,57584,605,12.1,1,131.92,238.68,0
1120,37,North,34300,1244,19.54,9,149.15,197.14,0
1121,18,East,33338,1941,9.26,4,184.36,67.73,0
1122,54,East,92601,819,13.9,6,45.6,289.84,0
1123,26,North,35487,1494,11.02,0,86.26,355.17,0
1124,34,East,66282,356,10.22,0,150.53,337.77,0
1125,26,West,58804,1820,1.76,3,192.92,196.88,1
1126,28,North,39915,1921,3.31,9,196.74,68.8,1
1127,32,South,41158,1053,17.72,5,138.48,249.74,0
1128,41,East,40547,1171,8.5,8,62.91,445.22,0
1129,55,North,32459,1722,12.48,0,50.27,234.36,0
1130,52,South,58768,996,10.8,9,190.83,97.84,0
1131,47,East,93146,2166,7.89,4,103.77,46.53,0
1132,48,West,80870,1169,8.06,8,63.12,471.96,1
1133,66,West,80460,550,11.33,7,188.76,371.5,0
1134,22,East,90817,997,3.25,6,47.77,156.48,0
1135,61,East,68247,1179,8.05,9,154.03,147.68,0
1136,67,South,45419,840,9.22,1,136.29,447.61,0
1137,31,East,65577,181,19.71,8,44.91,88.78,0
1138,28,South,32921,836,7.35,7,87.59,267.52,0
1139,26,North,34676,178,13.07,9,55.49,356.75,0
1140,51,East,79684,1785,3.18,9,132.76,198.2,0
1141,29,East,43463,2430,1.78,8,111.11,19.95,0
1142,52,South,55474,1434,17.5,8,30.73,113.88,0
1143,52,West,70935,1096,14.75,8,195.87,450.9,0
1144,18,North,97005,2307,6.69,2,89.43,261.56,0
1145,57,South,88596,1439,10.34,6,73.89,407.72,0
1146,39,North,85152,2102,3.15,0,67.82,277.84,0
1147,46,West,82576,1791,14.29,8,57,471.8,0
1148,25,East,96627,1279,1.87,8,199.85,454.57,0
1149,28,South,55772,1837,15.26,2,80.17,241.44,0
1150,58,East,46363,2615,11.16,4,98.94,159.14,1
1151,54,South,58490,952,5.94,7,178.13,300.83,0
1152,31,West,89004,561,17.32,5,139.12,337.44,0
1153,47,South,83806,216,19.73,9,92.68,249.18,1
1154,52,South,30260,1789,5.46,9,182.72,411.14,0
1155,38,West,52320,2511,16.22,8,157.45,91.66,0
1156,54,North,72145,1754,15.13,2,68.74,167.21,0
1157,22,North,93688,1834,15.07,6,139.44,343.19,0
1158,36,East,78581,2036,19.17,5,186.81,123.34,0
1159,31,West,50754,565,9.99,4,114.4,219.92,1
1160,43,South,99837,1898,13.65,3,154.71,481.87,0
1161,21,North,37207,2331,16.57,4,195.09,312.94,1
1162,42,South,57920,759,9.85,3,147.37,474.53,0
1163,62,East,54016,2222,9.89,2,47.41,361.22,0
1164,59,North,90522,2973,6.71,6,71.58,362.33,0
1165,42,East,84068,1814,15.73,5,131.17,295.93,1
1166,35,West,50102,2650,13.88,3,76.84,71.1,0
1167,57,South,31924,894,9.3,8,192.78,259.86,0
1168,25,South,84333,1686,8.68,0,98.91,126.33,1
1169,56,South,76099,686,1.92,0,107.73,499.34,0
1170,57,North,87346,2803,0.63,8,149.27,133.48,0
1171,31,West,80062,2847,10.81,6,119.12,115.34,0
1172,49,South,30306,734,8.64,1,94.96,311.94,0
1173,68,South,99767,2991,16.02,9,43.03,255.47,1
1174,55,East,42207,1374,11.08,4,131.4,10.68,0
1175,50,South,69426,2982,18.77,3,177.49,64.77,0
1176,40,East,36336,1253,4.32,0,146.58,405.52,0
1177,32,North,47256,2911,19.81,8,94.85,241.85,0
1178,50,West,79817,457,6.31,5,51.71,73.01,0
1179,42,West,63719,2839,13.03,5,168.78,232.62,0
1180,34,East,72017,1531,10.29,3,190.1,126.57,1
1181,50,West,75704,1984,7.51,1,96.01,111.8,1
1182,64,North,60013,1618,3.22,7,153.87,478.86,0
1183,19,South,66776,721,3.13,7,99.83,181.01,0
1184,31,East,40060,581,14.37,2,115.39,23.22,0
1185,57,East,36655,1079,7.86,6,172.2,485.16,0
1186,57,South,79923,1973,19.25,6,44.18,397.42,0
1187,68,South,34030,1077,6.85,4,120.16,127.21,0
1188,56,North,63289,1637,19.68,4,66.49,204.45,0
1189,68,South,49739,2437,4.51,7,87.77,431.14,0
1190,23,North,91687,1420,2.5,3,139.55,178.71,1
1191,23,East,66491,1804,6.6,0,34.63,283.7,0
1192,20,North,34781,2899,17.77,0,130.95,267.43,0
1193,24,North,50448,2094,10.68,8,78.19,200.65,0
1194,68,East,81550,2170,3.15,3,143.81,319.75,0
1195,25,East,79294,905,4.45,0,54.07,236.65,1
1196,59,West,51446,2319,6.57,1,155.09,10.62,0
1197,69,East,47101,934,12.01,9,139.76,407.19,1
1198,32,South,96178,2465,6.98,6,195.11,56.58,0
1199,64,West,58016,1007,15.07,1,184.91,232.04,0
1200,46,East,48932,2945,12.52,0,78.16,289.95,0
1201,50,North,74653,954,17.54,9,34.64,352.75,1
1202,69,East,82802,2828,10.27,8,141.41,205.4,0
1203,47,West,37549,1015,6.96,4,132.49,367.77,1
1204,56,South,55362,942,19.93,3,34.66,65.68,0
1205,44,North,77842,2630,7.43,3,50.86,326.72,0
1206,53,North,76539,231,8.86,0,129.4,413.17,0
1207,46,North,63717,1216,16.28,2,185.01,444.72,0
1208,55,South,84596,960,2.23,0,184.11,289.78,0
1209,50,East,53016,393,8.04,4,55.75,156.45,1
1210,54,North,85200,2788,2.17,4,95.38,81.68,0
1211,44,West,90287,1099,3.22,8,37.34,172.78,0
1212,50,West,72607,2539,0.59,7,109.78,269.99,0
1213,21,East,57621,2396,0.69,4,158.02,98.17,0
1214,39,West,42823,2850,7.92,4,164.3,476.26,0
1215,19,North,59986,1360,16.28,6,114.83,448.57,0
1216,27,South,94325,386,11.95,1,46.3,16.48,1
1217,22,East,87771,2424,12.88,6,94.83,280.98,0
1218,27,West,84973,2534,10.63,0,188.46,394.65,1
1219,50,West,44690,549,16.49,4,69.03,122.7,0
1220,55,North,69107,2438,17.67,5,84.36,261.95,0
1221,30,West,87888,2590,17.07,9,156.96,203,0
1222,48,North,40956,2803,16.34,0,154.71,98.27,1
1223,64,West,86227,1307,4.06,8,185.07,307.37,1
1224,53,West,66533,1878,12.08,8,95.98,496.85,0
1225,62,North,86234,2974,11.85,0,117.48,182.64,0
1226,41,East,97594,2069,10.79,3,109.46,276.19,0
1227,69,North,86901,575,9.88,7,187.72,163.93,1
1228,32,South,41519,352,2.24,1,160.79,438.47,1
1229,46,East,61115,1519,2.49,7,171.35,432.3,0
1230,25,East,96266,2436,18.09,9,52.63,89.39,0
1231,22,West,31832,1335,12.79,8,164.61,449.97,1
1232,46,East,71368,1099,5.62,8,103.61,75.75,0
1233,64,South,99715,120,5.95,0,33.97,47.72,0
1234,21,West,67570,415,12.4,8,40.22,326.47,0
1235,29,West,36615,2711,8.44,3,145.24,192.95,0
1236,62,North,68311,1561,9.11,7,93.24,265.37,1
1237,19,West,53434,1546,1.68,8,177.58,326.29,1
1238,44,North,45739,1356,3.21,2,154.83,26.42,0
1239,48,West,96202,2270,8.17,5,33.69,146.48,0
1240,68,North,63649,1059,14.14,2,146.77,230.45,0
1241,68,North,77445,2361,1.44,0,62.7,133.29,0
1242,53,South,69470,2045,7.02,9,101.84,24.49,0
1243,53,East,78621,938,14.05,5,136.2,43.34,0
1244,43,South,62926,2794,15.94,4,178.36,400.87,0
1245,60,North,67997,1067,4.21,2,107.54,455.69,0
1246,44,East,89940,1953,14.76,3,167.44,76.12,0
1247,22,West,70724,2877,19.13,1,163.1,124.63,0
1248,37,South,61704,699,18.18,9,100.47,326.12,1
1249,28,North,58391,891,15.89,9,115.17,477.14,1
1250,27,South,93291,139,14.39,3,149.08,149.79,0
1251,57,North,32526,2899,5.09,3,35.3,427.61,0
1252,55,West,54686,747,12.86,2,181.44,253.01,0
1253,23,West,36574,281,13.04,5,160.87,478.28,0
1254,25,East,38733,364,8.43,0,72.4,68.13,1
1255,40,South,80290,2918,10.11,8,196.8,486.84,0
1256,64,West,66051,962,14.03,9,60.5,220.49,0
1257,43,East,45909,531,19.07,2,185.39,476.47,0
1258,63,West,58133,1319,6.26,2,85.16,229.35,0
1259,60,East,81571,608,5.3,2,159.73,265.04,0
1260,29,West,80908,546,12.24,6,107.58,402.39,1
1261,43,East,41278,627,3.05,7,155.2,361.31,0
1262,30,South,81458,1853,11.86,1,56.48,309.8,0
1263,57,West,94265,1728,2.23,0,75.82,208.49,1
1264,35,East,86782,1262,10.07,4,46.98,396.22,0
1265,42,East,85415,768,12.6,7,177.07,474.11,1
1266,50,North,84160,946,1.87,2,80.37,4.91,0
1267,64,East,84399,2217,4.54,5,148.06,293.92,1
1268,57,East,55298,2963,7.04,2,169.44,432.99,0
1269,60,North,52191,1870,7.69,5,183.24,326.56,1
1270,29,North,86964,1925,13.68,3,48.07,400.41,0
1271,61,East,63092,545,10.82,6,181.81,447.53,0
1272,53,West,92513,1125,7.95,9,63.53,375.48,0
1273,65,East,81097,1871,9.29,0,155.27,358.51,0
1274,21,North,60279,1459,0.75,0,153.9,482.37,0
1275,22,East,44404,118,15.53,4,31.45,431.84,1
1276,54,North,65198,2117,1.3,8,67.51,407.69,0
1277,25,South,79997,660,16.67,4,113.62,43.2,0
1278,59,North,30567,571,11.05,3,101.41,119.51,0
1279,66,North,91032,127,10.79,7,186.16,278.38,1
1280,45,North,32179,659,14.24,4,91.16,354.78,0
1281,48,South,32019,2755,17.26,0,189.29,151.61,1
1282,26,North,48704,557,18.88,6,108.1,46.66,0
1283,68,South,48030,1044,11.1,3,193.94,155.55,0
1284,46,East,99445,1299,3.44,9,155.35,385.51,0
1285,31,South,33420,1083,17.63,4,170.99,438.7,0
1286,57,South,89875,967,1.29,5,47.83,456.45,0
1287,58,West,77653,2176,16.24,6,129.64,189.43,1
1288,39,North,46740,2079,13.77,1,54.26,186.27,0
1289,28,East,95263,2816,18.14,0,80.6,203.35,0
1290,40,North,94559,925,18,2,136.01,187.9,1
1291,18,North,49465,915,1.54,9,153.46,333.1,0
1292,63,East,81432,2426,12.38,0,36.66,179.16,0
1293,54,East,34131,2430,2.93,3,120.26,10.17,0
1294,38,West,40652,1102,2.03,5,126.1,219.51,0
1295,43,East,94973,1642,9.24,4,43.4,112.08,0
1296,63,West,77147,2452,2.4,3,115.12,14.4,0
1297,53,North,77671,2841,14.69,6,151.35,235.42,1
1298,40,North,49171,208,19.39,5,39.05,102.98,1
1299,18,North,85692,2471,11.61,2,159.25,226.37,0
1300,68,North,88541,1329,5.09,8,127.99,138.87,0
1301,57,East,39470,2061,16.94,4,171.65,301.85,0
1302,32,East,91344,2605,17.14,9,67.07,495.44,1
1303,38,North,74308,2063,14.79,0,171.66,273.62,0
1304,64,West,80639,2629,12.5,5,46.08,323.45,1
1305,26,West,51326,1021,17.42,4,98.65,459.64,0
1306,26,North,34597,1530,3.68,9,63.91,187,0
1307,27,North,60788,1632,18.67,7,178.92,83.27,0
1308,69,North,95020,1992,18.97,3,149.84,141.4,0
1309,43,North,79477,2667,17.5,0,34.31,201.4,1
1310,58,North,63071,1521,5.39,1,31.62,322.51,0
1311,52,East,91923,1322,17.23,7,79.51,2.29,0
1312,69,North,87492,490,10.2,9,54.36,426.69,0
1313,42,South,61770,1772,12.1,7,137.15,38.05,1
1314,43,West,65399,2918,16.89,4,142.85,450.33,0
1315,28,East,87439,1969,1.08,5,190.13,474.72,0
1316,55,West,74415,1621,7.58,1,191.85,495.05,0
1317,19,North,42569,1295,16.41,8,142.01,404.76,1
1318,24,South,32369,2233,16.37,5,30.96,70.93,0
1319,35,East,30528,2705,17.05,8,91.03,353.08,1
1320,44,North,60314,957,3.8,9,117.23,101.66,1
1321,51,North,48047,1309,14.26,2,114.86,448.56,1
1322,44,East,49748,1616,3.36,5,132.57,158.3,1
1323,34,East,65109,1750,15.81,9,193.29,163.4,0
1324,60,South,43919,2813,5.28,4,180.48,458.83,0
1325,61,South,77498,1253,14.89,8,48.51,6.62,0
1326,68,South,85808,942,9.37,9,75.22,96.98,0
1327,41,North,58906,1204,19.73,0,171.63,210.97,0
1328,42,South,96896,1925,11.81,8,170.13,350.36,0
1329,24,North,51946,1782,12.84,4,76.81,323.78,0
1330,69,North,77020,394,7.68,0,154.2,334.71,0
1331,23,West,52161,2101,14.82,9,144.25,440.01,0
1332,41,East,57738,2416,10.15,7,110.5,60.52,1
1333,50,East,33925,744,0.85,6,64.25,261.08,0
1334,66,South,38463,2682,12.37,5,181.07,362.74,1
1335,46,South,87153,2235,16.69,1,145.23,318.06,0
1336,60,North,91009,1024,5.12,4,58.73,224.16,0
1337,39,North,71552,1747,4.81,2,149.82,8.56,0
1338,43,North,86271,210,12.37,1,156.04,30.23,0
1339,45,West,39797,683,16.45,9,180.77,59.47,0
1340,67,East,43965,1586,5.37,0,67.88,171.61,0
1341,38,East,43733,868,18.68,8,198.09,58.83,0
1342,66,South,83223,1279,18.58,1,56.08,213.04,0
1343,24,West,56926,1748,4.41,0,132.12,89.32,1
1344,34,North,58783,2385,5.64,6,141.72,389.58,0
1345,37,North,66394,2481,14.16,8,101.22,435.74,0
1346,58,South,94796,205,19.06,5,110.76,194.82,0
1347,66,West,58287,1822,14.34,7,181.45,255.67,0
1348,37,West,60436,1794,9.18,6,139.7,476.75,1
1349,39,North,33188,1833,3.8,8,114.49,267.75,1
1350,45,West,36765,481,9.49,6,51.82,497.54,0
1351,57,West,81626,2836,12.33,5,31.25,71.07,0
1352,66,North,40807,360,6.95,0,51.24,431.11,0
1353,24,South,40204,1922,10.45,8,192.55,248.6,0
1354,18,South,87944,1416,3.04,9,159.89,11.36,1
1355,49,West,72120,1458,9.32,4,194.41,486.11,1
1356,30,North,52658,2802,2.27,1,36.07,482.52,0
1357,47,West,67081,919,1.46,7,145.64,191.64,0
1358,40,South,64986,808,17.22,3,37.53,477.07,1
1359,68,East,80304,2623,4.5,2,162.95,70.5,0
1360,36,South,95592,1006,11.72,0,94.76,340.06,0
1361,49,East,88548,2702,3.41,4,46.28,95.96,0
1362,47,West,69986,762,5.62,2,126.57,123.32,0
1363,46,West,96151,1419,7.55,3,77.62,389.67,0
1364,66,West,58214,2722,3.3,8,142.13,188.68,0
1365,62,North,68745,2789,1.4,6,141.89,3.56,0
1366,46,East,72548,562,17.6,4,149.85,207.12,0
1367,47,North,40681,684,0.73,7,198.72,114.03,0
1368,33,South,36984,1042,1.7,5,95.74,341.66,0
1369,57,East,57579,2763,16.2,9,109.1,97.22,0
1370,36,South,84933,257,6,1,166.78,421.13,0
1371,35,East,57399,2419,14.59,6,128.32,133.55,0
1372,18,West,61481,1950,3.35,0,36.33,196.51,0
1373,31,North,30944,1426,5.13,2,173.32,149.02,0
1374,68,East,39114,2817,11.67,0,38.75,321.96,0
1375,64,South,69846,2768,19.78,0,59.04,50.58,0
1376,67,North,62596,2668,1.93,4,47.35,239.05,0
1377,19,North,36907,2206,8.31,5,43.25,167.23,0
1378,45,West,58114,1481,1.34,2,34.37,442.07,1
1379,66,West,55009,803,4.38,2,39.35,36.71,0
1380,67,West,80241,747,18.2,2,105.21,414.85,0
1381,47,West,65725,2583,2.38,0,72.98,83.84,0
1382,55,North,48996,245,17.21,4,51.51,44.29,0
1383,68,South,36047,1475,3.97,0,141.98,101.16,1
1384,21,East,58767,1923,17.3,9,68.44,51.33,0
1385,18,South,46347,344,10.99,9,33.22,260.49,0
1386,25,South,54102,1683,17.63,2,101.13,494.11,0
1387,46,South,34263,2448,3.46,5,82.77,17.16,0
1388,56,East,97438,2585,15.36,5,84.16,230.56,0
1389,20,East,60540,967,13.77,2,105.7,193.04,0
1390,49,North,93769,2247,11.09,8,143.72,169.8,0
1391,27,South,70843,2872,16.31,7,134.8,165.93,1
1392,27,East,57690,2961,13.14,2,189.33,447.51,0
1393,36,East,32994,579,17.6,4,118.01,9.49,0
1394,63,North,97546,2562,7.93,4,110.34,387.46,0
1395,51,East,37377,2312,12,4,66.28,126.47,0
1396,50,North,56467,2035,17.48,2,158.41,191.65,0
1397,40,South,30048,2065,4.69,4,53.93,210.07,1
1398,45,West,66978,1761,9.97,4,113.49,152.37,1
1399,49,East,77606,187,19.23,3,101.62,46.78,0
1400,67,North,79222,1340,9.74,3,141.91,57.17,0
1401,24,East,78115,672,5.43,1,186,149.07,0
1402,46,East,70647,913,7.35,8,190.92,410.9,0
1403,25,West,84607,278,17.76,6,58.53,67.31,0
1404,18,East,87410,1825,19.12,0,74.51,371.32,0
1405,20,East,51996,262,19.03,4,167.98,144.43,0
1406,41,South,84921,2740,14.13,1,118.11,441.73,0
1407,40,North,76022,1105,10.44,9,107.02,214.16,0
1408,25,North,70148,2448,4.06,5,150.81,85.86,0
1409,64,South,97764,2521,2.9,6,132.33,492.92,1
1410,54,East,38888,2855,1.67,1,195.02,88.32,1
1411,20,East,69159,302,0.85,5,129.28,283.81,1
1412,68,North,72197,146,17.62,2,109.22,284.64,0
1413,50,North,54474,562,16.28,8,122.28,186.41,0
1414,45,South,47333,507,11.57,3,167.45,475.74,0
1415,64,North,66355,1317,19.98,2,134.15,421.94,1
1416,25,East,96258,2574,19.08,2,140,414.91,0
1417,51,North,61145,1029,13.27,1,195.14,487.08,0
1418,52,East,79854,416,9.56,8,135.13,228.55,0
1419,49,West,97664,1602,3.47,7,94.65,48.59,1
1420,41,North,65285,520,10.55,4,147.53,382.73,1
1421,31,South,47533,1392,3.58,8,142.11,190.41,0
1422,49,North,62624,1834,8.27,1,32.35,95.17,1
1423,63,East,76996,1859,18.88,5,109.45,241.62,0
1424,60,East,76947,362,7.17,6,156.29,462.86,0
1425,33,South,57956,1549,3.48,5,114.84,85.68,0
1426,21,East,81030,2313,11.86,2,162.54,424.35,0
1427,69,West,88597,1815,12.25,9,106.65,209.1,0
1428,54,North,72443,527,4.28,9,197.16,68.4,1
1429,38,North,95464,496,4.33,9,79.79,424.19,0
1430,31,West,33952,1339,19.8,8,45.66,484.81,1
1431,48,East,86880,895,5.24,7,103.1,145.64,0
1432,65,West,82201,206,16.84,7,122.09,151.77,0
1433,35,East,72460,197,9.67,7,89.35,195.27,0
1434,24,West,52796,2003,8.98,8,71.19,407.07,1
1435,27,South,61746,1380,6.25,0,144.25,5.21,0
1436,24,East,30015,142,15.59,7,94.11,111.98,0
1437,50,West,79757,2389,17.67,1,137.33,352.95,0
1438,40,East,55957,1677,5.59,3,162.44,202.82,1
1439,38,North,51292,194,2.35,0,159.37,165.15,0
1440,36,North,61876,2069,3.17,5,93.8,436.14,0
1441,65,North,90727,1889,15.96,9,126.54,458.67,0
1442,36,North,77046,287,9,0,106.44,473.99,0
1443,53,South,44817,484,3.07,4,178.04,136.28,0
1444,46,East,39759,918,7.14,8,179.39,456.26,0
1445,35,East,78432,1248,10.53,0,88.44,368.48,1
1446,19,South,36412,1796,17.12,8,45.6,77.11,0
1447,18,East,87757,2234,13.01,3,58.49,305.14,0
1448,64,North,50504,2636,3.93,2,92.39,13.17,0
1449,22,North,38507,325,3.59,7,125.92,354.19,1
1450,37,North,51050,1780,8.54,5,141.65,366.78,0
1451,28,East,34820,2492,1.97,6,86.33,394.67,1
1452,59,North,37835,1997,15.23,8,143.47,86.26,1
1453,19,North,43587,617,8.33,4,189.42,314.12,0
1454,20,South,87732,1832,7.19,1,140.84,89.43,0
1455,40,West,81921,395,10.43,2,56.96,473.33,0
1456,29,North,75499,513,14.32,2,128.54,337.51,0
1457,37,East,36840,1960,11.6,3,122.12,47.66,1
1458,22,East,95077,2095,16.15,9,178.02,93.52,1
1459,54,West,61440,2282,12.77,6,89.55,331.73,0
1460,55,West,65183,2128,15.87,9,101.9,238.34,0
1461,47,North,32389,2672,14.09,5,131.77,368.15,0
1462,26,North,85076,103,4.27,2,119.15,140.39,0
1463,51,West,96299,277,1.52,6,152.23,328.96,0
1464,61,South,69023,845,18.12,3,36.87,88.48,0
1465,52,East,80029,358,18.94,9,125.8,271.86,0
1466,69,East,69941,751,14.68,7,50.68,478.9,0
1467,39,East,83950,1918,14.62,6,83.59,314.11,0
1468,61,West,95363,1486,5.77,6,142.48,25,1
1469,41,West,91742,2691,11.08,8,56.76,494.38,0
1470,34,East,75215,2582,19.85,7,82.5,78.43,0
1471,27,North,77857,1396,17.19,0,149.51,359.03,0
1472,47,West,85476,389,6.44,6,140.64,266.27,0
1473,63,North,58173,902,6.37,2,45.48,147.18,0
1474,40,North,39395,2630,9.93,3,128.14,88.66,0
1475,49,West,89768,2121,8.39,5,55.03,88.85,0
1476,34,North,76229,333,7.74,4,72.89,429.2,1
1477,67,North,56639,507,12.73,7,108.07,436.46,0
1478,68,North,92583,793,0.72,1,48.59,232.57,0
1479,34,West,58924,1269,15.39,4,198.92,51.81,0
1480,31,East,60104,661,14.93,4,58.11,442.08,0
1481,26,East,67594,2577,16.69,2,162.82,243.51,0
1482,57,North,33664,531,16.91,9,171.07,219.38,0
1483,19,West,40528,1668,11.54,4,199.06,203.68,0
1484,62,West,58190,2644,15.71,3,102.87,182.51,0
1485,42,South,96033,1082,10.1,4,178.6,263,0
1486,56,South,91161,1534,19.05,9,192.78,302.27,0
1487,26,North,62899,996,4.22,8,59.39,233.22,0
1488,39,West,47241,2974,18.35,6,111.5,448.32,0
1489,60,East,76211,877,5.54,0,40.2,158.83,1
1490,63,West,93472,322,2.5,2,135.52,289.16,0
1491,21,South,61346,1871,9.06,8,128.84,149.98,0
1492,43,West,72220,1788,12.49,3,64.7,376.68,0
1493,46,West,47942,567,5,3,165.64,51.06,1
1494,62,East,79167,2716,11.34,9,36.34,94.35,1
1495,51,West,66373,1445,16.25,5,167.06,400.6,0
1496,40,South,97143,2522,5.51,2,34.53,91.6,0
1497,54,North,32016,2674,11.82,2,141.66,312.87,0
1498,28,East,99110,511,7.12,8,43.39,485.12,0
1499,23,East,76309,2416,10.83,4,72.71,261.45,0
1500,35,East,37274,725,13.5,6,152.73,93.7,0
1501,38,North,45748,1375,7.33,4,77.67,160.35,0
1502,59,East,50175,1111,19.89,5,116.9,411.73,0
1503,53,South,41826,1777,11.49,7,185.59,175.83,0
1504,58,South,64129,2597,16.58,7,38.44,361.76,0
1505,55,East,53490,901,14.64,1,167.88,388.68,0
1506,51,East,71435,1992,17.13,8,41.1,250.59,0
1507,34,North,38520,1660,3.89,9,51.56,391.61,1
1508,54,South,91877,1491,4.84,5,50.28,158.45,0
1509,42,North,49798,2969,10,6,199,258.08,0
1510,55,North,84638,354,17.12,2,60.63,343.28,0
1511,29,West,99072,1586,4.35,3,182.45,84.04,0
1512,40,West,97309,2273,19.44,5,198.46,136.81,0
1513,59,South,59894,1516,2.99,6,95.24,326.02,0
1514,39,West,92963,861,3.91,5,137.28,327.68,1
1515,38,West,84567,2946,3.76,4,162.45,246.65,1
1516,44,West,65326,1457,11.93,1,96.75,397.79,1
1517,48,North,85059,664,18.39,6,57.51,241.03,1
1518,23,West,35079,1491,5.47,4,103.74,440.66,0
1519,44,South,55838,1678,11.28,8,161.22,367.95,1
1520,57,South,77109,2603,3.93,3,162.73,157.35,0
1521,51,North,55594,1190,12.81,9,69.19,197.63,1
1522,29,South,72749,1718,2.9,1,59.74,333.84,0
1523,62,North,66292,2764,10.08,6,186.5,447.23,1
1524,24,North,81818,499,13.28,6,37.48,89.35,0
1525,27,South,43429,386,11.79,0,154.91,257.33,0
1526,62,West,87748,2333,3.23,4,37.89,59.39,0
1527,34,West,78807,2431,3.65,2,172.44,139.73,0
1528,43,South,37140,1639,13.59,8,183.92,342.99,0
1529,38,West,93226,2797,16.27,8,80.56,38.87,1
1530,45,West,44901,2838,18.21,6,42.57,331.18,0
1531,63,West,58525,336,16.37,8,111.72,450.41,1
1532,19,North,50491,914,19.49,1,80.74,484.69,1
1533,60,East,98816,1027,8.46,9,100.91,108.32,0
1534,18,West,64980,513,6.96,7,143.05,374.45,0
1535,68,East,38078,2055,1.05,9,65.67,463.19,0
1536,53,South,78704,2156,9.27,9,90.68,45.68,0
1537,68,East,46997,519,13.2,9,163.04,207.01,0
1538,43,East,30868,128,16.4,0,139.44,459.7,0
1539,46,East,56398,2495,5.72,2,85.47,101.39,0
1540,38,North,51246,760,10.52,7,142.93,466.88,0
1541,28,South,50561,2723,13.41,7,160.1,263.6,0
1542,57,West,46254,549,11.26,9,130.72,49.95,0
1543,28,West,64512,479,5.84,7,70.71,224.94,1
1544,53,North,87865,2846,16.03,6,30.04,163.13,0
1545,66,West,53580,2513,3.88,1,166.48,141.1,0
1546,56,South,72485,1350,18.15,2,169.85,270.74,0
1547,57,East,80621,2559,19.08,8,148.59,241.8,1
1548,52,West,80665,455,7.63,1,43.02,240.98,0
1549,51,West,80603,2401,7.84,6,129.49,44.07,0
1550,64,West,51038,1796,14.99,0,169.57,401.16,0
1551,41,South,44325,826,9.4,2,96.24,240.72,1
1552,39,West,65892,1567,1.06,0,63.66,410.45,1
1553,22,North,31753,2828,18.44,5,129.9,412.3,0
1554,50,East,47996,909,8.9,3,170.47,158.57,0
1555,53,East,98811,2003,4.47,0,38.31,2.17,0
1556,64,East,75211,2620,11.34,4,131.48,455.62,0
1557,37,North,92820,515,4.77,3,139.34,380.35,0
1558,36,West,30824,699,4.52,9,132.4,53.63,0
1559,52,North,43880,1439,11.14,9,140.51,350.86,1
1560,69,North,96617,2607,8.13,1,137.33,10.01,1
1561,60,East,41517,178,11.67,6,52.17,13.88,0
1562,34,South,51683,1667,19.94,7,69.94,262.91,0
1563,62,West,46876,2922,17.25,3,135.23,48.02,0
1564,60,South,86354,1194,0.65,8,33.01,482.17,0
1565,51,North,39982,1320,1.49,2,137.91,446.92,1
1566,26,West,56598,157,12.4,5,143.12,324.91,1
1567,43,East,44639,1547,12.71,6,70.66,31.85,0
1568,19,North,99852,1592,17.62,6,131.68,162.42,0
1569,26,East,39695,2771,12.77,5,120.8,185.86,1
1570,26,East,78582,2195,4.94,8,74.32,240.44,0
1571,57,East,61094,1558,9.64,0,108.71,84.45,1
1572,34,South,90635,1308,16.28,8,184.64,288.76,0
